rank	word	part_of_speech	hanja	explanation	nikl_level	topik_level
4422	맡다02	동사		냄새를 ~	중급	C
5476	매01	명사		~를 맞다	중급	C
4690	매너	명사		manner		C
	매년	명사		매년 증가하다	초급	
2767	매년	부사	每年	매년 증가하다	초급	B
3982	매다01	동사		끈을 ~; 신발 끈을	초급	B
	매달	명사		매달 만나다	초급	
5897	매달	부사	每-	매달 만나다	초급	C
6994	매달다	동사		문에	중급	C
1962	매달리다	동사		철봉에	중급	C
2409	매력	명사	魅力	을 느끼다	중급	B
	매번	명사		매번 찾다	중급	
10013	매번	부사	每番	매번 찾다	중급	C
7759	매스컴	명사		mass communication		C
393	매우01	부사		매우 좋다	초급	A
	매운맛	명사		이 나다	중급	
	매운탕	명사		을 먹다	중급	
6784	매일	명사	每日	매일 만나다	초급	A
1272	매일	부사	每日	매일 만나다	초급	A
3185	매장06	명사	賣場	을 열다	중급	C
	매점02	명사		을 운영하다	중급	
	매주01	명사		매주 만나다	초급	
6995	매주01	부사	每週	매주 만나다	초급	C
	매진03	명사		이 되다	중급	
1345	매체	명사	媒體	대중 매체	중급	C
	매표소	명사		극장 매표소	초급	
2861	맥주	명사	麥酒	를 마시다	초급	A
1750	맨01	관형사		맨 꼭대기	중급	B
	맨발	명사		로 걷다	중급	
6050	맵다	형용사		고추가	초급	A
1674	맺다	동사		빗방울이	중급	C
288	머리01	명사		가 크다	초급	A
9554	머리말	명사				C
3983	머리카락	명사		을 자르다	초급	B
5610	머리칼	명사		을 자르다	중급	C
2178	머릿속	명사		에 남아 있다	중급	B
2094	머무르다	동사		호텔에서	중급	B
2469	머물다	동사		휴게소에	중급	C
	머뭇거리다	동사		말을	중급	
5478	먹고살다	동사		겨우 먹고 살다	중급	C
10015	먹다01	동사		귀를 ~		C
70	먹다02	동사		밥을 ~	초급	A
3924	먹다02	보조 용언		잊어 ~		A
3686	먹이	명사		를 주다	중급	C
2060	먹이다	동사		밥을	중급	B
8361	먹히다	동사		양이 늑대에게	중급	B
	먼저	명사		먼저 가다	초급	
283	먼저	부사		먼저 가다	초급	A
2958	먼지01	명사		를 닦다	중급	B
718	멀다02	형용사		거리가; 갈 길이 ~	초급	A
997	멀리01	부사		멀리 가다	초급	B
	멀미01	명사		가 나다	중급	
3186	멀어지다	동사		친구와	중급	B
	멀쩡하다	형용사		팔다리가	중급	
1418	멈추다	동사		피가	초급	B
5346	멋01	명사		을 내다	초급	B
	멋대로	부사		멋대로 살다	중급	
5206	멋있다	형용사		옷이	초급	B
3350	멋지다	형용사		경치가	중급	C
	멍01	명사		이 들다	중급	
32365	멍멍01	부사		멍멍 짖다	중급	C
5479	멎다01	동사		비바람이	중급	C
5002	메뉴	명사		를 고르다; menu	초급	A
	메뉴판	명사		에서 고르다	중급	
6051	메다02	동사		가방을; 총을 ~	초급	B
	메달02	명사		을 따다	중급	
7231	메모	명사		memo; 를 하다	초급	B
	메모지	명사		에 쓰다	중급	
3526	메시지	명사		를 남기다; message	초급	B
3805	메우다02	동사		구멍을; '메다'의 사동사	중급	C
23197	메일	명사		mail; 을 쓰다	초급	B
	멜로디	명사		가 아름답다	중급	
2923	며느리	명사		를 맞다	중급	B
1021	며칠	명사		이 걸리다	초급	A
4058	면04	명사	面	행정 단위		C
643	면05	명사	面	양쪽 ~; 벽의 면	중급	C
5347	면07	명사	綿			C
5481	면담	명사	面談	을 요청하다	중급	C
	면도	명사		를 하다	중급	
3806	면적	명사	面積	이 넓다	중급	C
9555	면접	명사	面接	을 요구하다	중급	C
	면접관	명사		이 질문하다	중급	
3527	면하다01	동사	免-	책임을	중급	C
	면허01	명사		를 따다	중급	
	면허증	명사		을 따다	중급	
5207	멸치	명사		를 볶다	중급	C
	명02	명사		작품명	중급	
77	명03	의존명사	名	한 명; 한 ~	초급	A
6222	명단01	명사	名單	합격자 명단	중급	C
2311	명령01	명사	命令	을 내리다	중급	B
5748	명령어	명사	命令語			C
2470	명예01	명사	名譽	를 지키다	중급	C
3578	명의02	명사	名義			C
3926	명절01	명사	名節	을 맞다	초급	B
3187	명칭02	명사	名稱			C
9557	명함	명사	名銜	을 교환하다	중급	B
3984	명확하다	형용사	明確-	근거가	중급	C
186	몇	관형사		몇 개	초급	A
3743	몇	수사		몇 개	초급	A
2112	몇몇	관형사		몇몇 사람	중급	B
	몇몇	수사		몇몇 사람	중급	
7234	몇십	관형사				B
5613	모15	관형사	某	김 모 씨	중급	C
2095	모15	대명사	某	김 모 씨	중급	C
5003	모금01	의존명사		한 ~		C
	모금02	명사		모금 운동	중급	
6582	모기01	명사		에 물리다	초급	B
3000	모니터	명사		monitor; 를 보다	중급	B
1840	모델	명사		model; 을 개발하다	중급	B
708	모두01	명사		모두 함께	초급	A
145	모두01	부사		모두 함께	초급	A
137	모든	관형사		모든 사람	초급	A
2862	모래01	명사		모래 사막	중급	B
12460	모레	명사		시간	초급	B
	모레	부사		시간	초급	
59	모르다	동사		규칙을	초급	A
4890	모범02	명사	模範	이 되다	중급	C
3528	모색하다02	동사	摸索-			C
164	모습01	명사		을 보이다	초급	B
1368	모시다	동사		부모님을	초급	B
464	모양02	명사	模樣	별 모양	초급	B
911	모양02	의존명사	模樣			B
5899	모여들다	동사		구름처럼	중급	C
508	모으다	동사		장난감을	초급	B
610	모이다01	동사		돈이	초급	B
906	모임01	명사		에 나가다	초급	B
	모자02	명사		가 닮다	중급	
4059	모자08	명사	帽子	를 쓰다	초급	A
2829	모자라다	동사		잠이	초급	B
5104	모조리01	부사				C
5485	모집	명사	募集	학생 모집	중급	C
8064	모집하다	동사	募集-			C
3406	모처럼	부사		모처럼 웃다	중급	C
5486	모퉁이	명사				C
	모험	명사		을 즐기다	중급	
1230	목01	명사		이 길다	초급	A
	목10	명사		목요일	중급	
10505	목걸이01	명사		를 하다	초급	B
	목구멍	명사		이 아프다	중급	
	목도리	명사		를 하다	초급	
4340	목록	명사	目錄	을 작성하다	중급	C
	목마르다	형용사		덥고 목마르다	중급	
2523	목사05	명사	牧師	가 설교하다	중급	B
486	목소리	명사		가 크다	초급	B
1973	목숨	명사		을 지키다	중급	C
11099	목요일	명사	木曜日	요일	초급	A
3808	목욕	명사	沐浴	을 하다	초급	A
5749	목욕탕	명사	沐浴湯	에서 씻다	초급	B
740	목적03	명사	目的	을 이루다	초급	B
	목적지	명사		에 도착하다	중급	
1036	목표	명사	目標	를 세우다	중급	B
	몫	명사		을 챙기다	중급	
2196	몰다01	동사		구석으로	중급	B
	몰라보다	동사		몰라보게 변하다	중급	
2312	몰래01	부사		몰래 도망가다	중급	B
4790	몰려들다	동사		사람들이	중급	C
6052	몰려오다	동사		피서객들이	중급	C
	몰리다01	동사		구석으로	중급	
156	몸01	명사		이 건강하다	초급	A
7238	몸매	명사		가 좋다	중급	C
7239	몸무게	명사		를 재다	중급	B
8364	몸살01	명사		이 나다; ~이 걸리다	중급	B
9558	몸속	명사		몸속의 피	중급	C
3636	몸짓	명사		을 따라하다	중급	C
3744	몸통	명사		이 크다	중급	C
1687	몹시	부사		몹시 춥다	중급	B
3745	못01	명사		벽에 ~을 박다	중급	C
207	못04	부사		못 마시다	초급	A
	못나다	형용사		못난 얼굴	중급	
3867	못되다	형용사		성격이	중급	C
11104	못생기다	형용사		얼굴이	초급	C
2213	못지않다	형용사		전문가 못지 않다	중급	C
495	못하다	동사		노래를	초급	A
57	못하다	보조 용언				A
3927	못하다	형용사		노래를	초급	A
	몽골	명사		나라	초급	
	몽땅01	부사		몽땅 쓰다	중급	
5005	묘사02	명사	描寫	상황 묘사	중급	C
3746	묘사하다	동사	描寫-			C
	무-11	접사		무감각	중급	
3687	무02	명사		식물; 를 심다	초급	B
7767	무08	명사	無			C
1662	무겁다	형용사		짐이	초급	A
2442	무게	명사		가 나가다	초급	B
7240	무관심	명사	無關心	이 지나치다	중급	C
10024	무관심하다	형용사	無關心-			C
	무관하다03	형용사		사건과	중급	
6405	무궁화	명사	無窮花	꽃	초급	C
2113	무기05	명사	武器	를 소지하다	중급	C
1793	무너지다	동사		건물이	중급	C
3277	무늬	명사		를 이루다	중급	B
727	무대06	명사	舞臺	로 나가다	중급	C
8367	무더위	명사		가 꺾이다	중급	B
3233	무덤	명사		을 파다	중급	C
9129	무덥다	형용사		날씨가	중급	C
3072	무려02	부사	無慮	무려 20배이다	중급	C
1321	무렵	의존명사		저녁 무렵	중급	B
3688	무료01	명사	無料	로 주다	초급	C
1637	무릎	명사		신체	초급	B
3468	무리01	명사		~를 이루다		C
2896	무리08	명사	無理	가 되다	중급	C
4891	무리하다	형용사	無理-			C
10027	무사하다04	형용사	無事-			C
	무사히02	부사		무사히 돌아오다	중급	
	무서워하다	동사		사람을	중급	
1051	무섭다	형용사		귀신이	초급	B
221	무슨	관형사		무슨 요일	초급	A
	무시04	명사		를 당하다	중급	
2061	무시하다	동사	無視-			B
1533	무어01	대명사				B
135	무엇	대명사		−	초급	A
1201	무역02	명사	貿易	무역 회사	중급	B
1382	무용03	명사	舞踊	을 배우다	중급	B
8369	무용가	명사	舞踊家			C
	무의미	명사		유의미	중급	
6224	무의미하다	형용사	無意味-			C
	무조건	명사		무조건 화를 내다	중급	
2313	무조건	부사	無條件	무조건 화를 내다	중급	B
10517	무지개	명사		가 뜨다	중급	C
	무책임	명사		을 비난하다	중급	
9563	무책임하다	형용사	無責任-			C
1169	무척01	부사		무척 길다	초급	B
5902	묵다01	동사		오래된 상태		C
7769	묵다02	동사		머무르다; 호텔에서	중급	C
	묵묵히	부사		묵묵히 일하다	중급	
2711	묶다	동사		끈을	중급	B
4892	묶이다	동사		끈이	중급	C
	-문11	접사		기행문	중급	
	문04	명사		을 열다	초급	
469	문05	명사	門			A
6225	문구01	명사	文句			C
	문구점	명사		에 가다	중급	
1688	문득01	부사		문득 떠오르다	중급	C
	문명03	명사		고대 문명	중급	
6790	문밖	명사	門-			C
	문방구	명사		에 가다	중급	
10519	문법01	명사	文法	을 배우다	중급	C
	문병02	명사		을 가다	중급	
3147	문서	명사	文書	를 위조하다	중급	C
	문의03	명사		문의 전화	중급	
2281	문자02	명사	文字	문자 메시지	중급	C
3278	문장02	명사	文章	을 쓰다	중급	B
53	문제06	명사	問題	를 풀다	초급	A
7002	문제되다	동사	問題-			C
1591	문제점	명사	問題點	을 해결하다	중급	B
272	문학01	명사	文學	을 창작하다	중급	B
13326	문학적	명사	文學的			C
73	문화01	명사	文化	를 교류하다	초급	B
1390	문화재	명사	文化財	를 보호하다	중급	C
	문화적	관형사		문화적 차이	중급	
5007	문화적	명사	文化的	문화적 차이	중급	C
2282	묻다01	동사		때가; 옷에 흙이 ~	중급	B
3279	묻다02	동사		시체를 ~	중급	C
289	묻다03	동사		길을 ~	초급	A
5008	묻히다01	동사		손에 물을; 옷에 흙을 ~	중급	C
3073	묻히다02	동사		땅에 ~	중급	C
	-물09	접사		농산물	중급	
165	물01	명사		을 마시다; 바닷~	초급	A
	물가01	명사		에 앉다	중급	
1990	물가02	명사	物價	가 비싸다	중급	C
	물감02	명사		으로 색칠하다	중급	
560	물건	명사	物件	을 사다	초급	A
3234	물결	명사		이 잔잔하다	중급	C
3579	물고기	명사		를 잡다	초급	B
2443	물기	명사	-氣	가 마르다	중급	C
2024	물다02	동사		담배를 ~; 개가	중급	B
	물들다	동사		단풍이	중급	
3580	물러나다	동사		뒤로	중급	C
	물러서다	동사		뒤로	중급	
1435	물론01	명사	勿論	물론 그렇다	초급	B
213	물론01	부사	勿論	물론 그렇다	초급	A
	물리다02	동사		개에	중급	
3407	물리학	명사	物理學			C
	물소리	명사		가 나다	중급	
2079	물속	명사		에서 헤엄치다	중급	B
	물약03	명사		을 마시다	중급	
1483	물어보다	동사		길을	초급	A
2897	물음01	명사		에 답하다	중급	B
912	물질02	명사	物質	을 추구하다	중급	C
	물질적	관형사		물질적 보상	중급	
6054	물질적	명사	物質的	물질적 보상	중급	C
1461	물체	명사	物體			C
	뭉치다	동사		눈을	중급	
339	뭐	감탄사		뭐라고 말하다	초급	A
108	뭐	대명사		뭐라고 말하다	초급	A
9136	뭘01	감탄사		뭘, 당연히 와야지	중급	C
6228	뭣	대명사				C
	뮤지컬	명사		을 보다	중급	
1025	미14	명사	美			C
	미국	고유 명사	美國			A
	미국04	명사		나라	초급	
	미국인	명사		을 만나다	중급	
5753	미끄러지다	동사		눈길에	초급	C
13330	미끄럽다	형용사		길이	중급	C
6585	미니02	명사		mini; 미니 자동차	중급	C
2573	미디어	명사		영상 미디어; media	중급	B
1298	미래02	명사	未來	가 밝다	초급	B
	미련02	명사		을 버리다	중급	
2157	미루다	동사		내일로	중급	C
1242	미리01	부사		미리 알리다	초급	B
6230	미만01	명사	未滿	30세 미만	중급	C
4601	미사일	명사		missile		C
	미성년자	명사		미성년자 관람 불가	중급	
1391	미소05	명사	微笑	를 짓다	중급	B
1600	미술	명사	美術	을 배우다	중급	B
3748	미술관	명사	美術館	국립 미술관	초급	B
4424	미스03	명사		Miss		C
	미안01	명사		인사	초급	
1484	미안하다	형용사	未安-			A
11768	미역02	명사				C
	미역국	명사		을 끓이다	초급	
	미용사	명사		가 되다	중급	
44499	미용실	명사	美容室	에 가다	초급	C
7516	미움	명사		이 쌓이다	중급	C
8071	미워하다	동사				B
6056	미인01	명사	美人	미인 대회	중급	B
	미장원	명사		에서 머리를 하다	중급	
	미지근하다	형용사		국물이	중급	
3038	미처	부사		미처 못하다	중급	C
1918	미치다01	동사		정신이; 정신에 이상이 생기다	중급	B
1044	미치다02	동사		영향을; 닿다	중급	B
843	미터02	의존명사		백 미터; meter	초급	A
4793	미팅	명사		을 하다; meeting	중급	B
5009	미혼01	명사	未婚	으로 지내다	중급	C
1880	민간	명사	民間			C
4693	민속01	명사	民俗			C
	민속놀이	명사		를 하다	중급	
334	민족	명사	民族	단일 민족	중급	B
2080	민주02	명사	民主			C
1991	민주주의	명사	民主主義	를 실현하다	중급	C
1854	민주화	명사	民主化			C
431	믿다	동사		약속을	초급	B
6058	믿어지다	동사				C
2924	믿음	명사		이 생기다	중급	B
2625	밀가루	명사		밀가루 음식	초급	B
1485	밀다01	동사		문을	초급	B
4425	밀리다01	동사		방세가 ~; 차가	중급	C
	밀리다02	동사		사람들에게	중급	
1818	밀리미터	의존명사		millimeter; 10밀리미터	중급	B
3581	밀접하다	형용사	密接-			C
