frequency	korean	pos	hanja	hint	go_level	topik_level
8602	포근하다	형용사		잠자리가 ~	C	중급
	포기02	명사		중도 포기		중급
1501	포기하다01	동사	抛棄-		B	
8603	포도06	명사	葡萄	과일	A	초급
4170	포도주	명사	葡萄酒	~를 마시다	B	중급
5159	포스터01	명사		poster	B	
7410	포인트	명사		point	C	
4246	포장01	명사	包裝	선물 포장	B	초급
6155	포장마차	명사	布帳馬車		C	
	포장지	명사		~로 싸다		중급
7411	포크01	명사		fork	C	중급
5160	포함02	명사	包含	세금 포함	C	중급
2148	포함되다01	동사	包含-		B	
1128	포함하다02	동사	包含-		B	
1543	폭06	명사	幅		B	
3448	폭넓다	형용사	幅-	범위가 ~	C	중급
1425	폭력	명사	暴力	~을 쓰다	C	중급
	폭발01	명사		감정 폭발		중급
	폭설02	명사		~이 내리다		중급
	폭우	명사		~가 내리다		중급
	폭포01	명사		~를 구경하다		중급
2672	표02	명사	表	~로 나타내다	C	중급
2090	표04	명사	票	~를 끊다	A	초급
2488	표면	명사	表面	~이 거칠다	C	중급
5429	표시01	명사	表示		C	
5430	표시02	명사	標示	가격 표시	C	중급
4318	표시하다01	동사	表示-		B	
8978	표시하다02	동사	標示-		C	
396	표정03	명사	表情	~이 밝다	B	중급
4029	표준01	명사	標準	표준 시간	C	중급
	표준어	명사		~를 사용하다		중급
	표지01	명사		~를 싸다		중급
	표지판	명사		~을 세우다		중급
524	표현	명사	表現	~을 쓰다	B	중급
3449	표현되다	동사	表現-		C	
730	표현하다	동사	表現-		B	
6156	푸다01	동사		밥을 ~	C	중급
1227	푸르다	형용사		나무가 ~	B	초급
4478	푹01	부사		푹 자다	B	초급
6157	풀01	명사		~을 바르다	B	중급
2539	풀02	명사		~을 베다	B	중급
558	풀다	동사		나사를 ~	B	초급
1737	풀리다	동사		나사가 ~	B	중급
10321	풀어지다	동사		끈이 ~	C	중급
3095	품01	명사		옷이 ~이 크다	C	중급
	-품08	접사		화장품		중급
3254	품다01	동사		가슴에 ~	C	중급
2673	품목01	명사	品目		C	
2729	품질03	명사	品質	~이 뛰어나다	C	중급
2398	풍경01	명사	風景	~을 보다	B	초급
	풍기다	동사		냄새를 ~		중급
1903	풍부하다	형용사	豊富-	감정이 ~	C	중급
	풍선02	명사		~을 띄우다		중급
4571	풍속01	명사	風俗	세시 풍속	C	중급
3380	풍습01	명사	風習	~을 지키다	C	중급
	프라이팬	명사		~에 볶다		초급
	프랑스	고유 명사		France	A	
	프랑스02	명사		나라		초급
1769	프로03	명사		professional	B	중급
2786	프로04	명사		program	B	
356	프로그램	명사		program	B	초급
5302	프린터	명사		printer	C	중급
5572	플라스틱	명사		plastic	B	중급
1811	피02	명사		~를 흘리다	B	초급
9395	피곤	명사	疲困	~에 지치다	C	초급
2641	피곤하다	형용사	疲困-		A	
1770	피다01	동사		꽃이 ~	B	초급
5303	피디	명사		PD	C	
3135	피로02	명사	疲勞	~를 느끼다	B	중급
8981	피로하다02	형용사	疲勞-		B	
6158	피망	명사		&프piment	C	
1194	피부02	명사	皮膚	~가 부드럽다	B	중급
	피부병	명사		~을 앓다		중급
	피서	명사		~를 즐기다		중급
2984	피시03	명사		PC	B	
4572	피아노01	명사		piano	A	초급
1239	피우다01	동사		꽃을 ~	A	초급
8264	피자	명사		&이pizza	A	초급
818	피하다	동사	避-	책임을 ~	C	중급
1049	피해01	명사	被害	~를 입다	C	중급
3337	피해자	명사	被害者	사고 피해자	C	중급
	필기	명사		~를 하다		중급
6159	필름	명사		film	B	
6926	필수02	명사	必須	필수 조건	C	중급
	필수적	관형사/명사		필수적 과정		중급
3338	필수적	명사	必須的		C	
	필수품	명사		~을 장만하다		중급
4662	필연적	명사	必然的		C	
342	필요	명사	必要	~를 충족하다	A	초급
2091	필요성	명사	必要性	~을 느끼다	C	중급
251	필요하다	형용사	必要-		A	
2051	필자02	명사	筆者		C	
19748	필통	명사	筆筒	~에 넣다	B	초급
4573	핑계	명사		~가 없어지다	C	중급
8982	하04	명사	下	상하	C	중급
3169	하긴	부사		하긴 그럴 수 있다	C	중급
242	하나	명사			A	
119	하나	수사/명사		숫자	A	초급
8605	하나님	명사			C	
6335	하나하나	명사/부사		하나하나 세다	C	중급
5304	하나하나	부사			C	
3555	하느님	명사		~을 믿다	C	중급
344	하늘01	명사		~이 높다	A	초급
	하늘색	명사		색깔		초급
2	하다01	동사		운동을 ~	A	초급
7	하다01	보조 용언			A	
	-하다02	접사		건강하다		초급
3614	하도01	부사		하도 기가 막혀서	C	중급
3509	하드웨어	명사		hardware	C	
361	하루01	명사		~를 보내다	B	초급
4663	하룻밤	명사			C	
5431	하반기	명사	下半期		C	
	하숙	명사		~을 옮기다		중급
	하숙비	명사		~를 내다		초급
3898	하숙집	명사	下宿-	~에 묵다	B	초급
12197	하순01	명사	下旬		C	
57151	하얀색	명사	-色	색깔	B	초급
	하양01	명사		~으로 색칠하다		중급
1528	하얗다	형용사		눈이 ~	B	초급
2753	하여튼	부사	何如-	하여튼 괜찮다	B	중급
467	하지만	부사		−	A	초급
	하차	명사		승차		중급
2301	하천02	명사	河川		C	
6928	하품01	명사		~이 나오다	B	중급
3960	하필02	부사	何必		C	
3255	하하01	부사		하하 웃다	B	중급
	-학07	접사		경제학		중급
7663	학과01	명사	學科	전공 학과	C	중급
125	학교	명사	學校	~에 다니다	A	초급
9853	학교생활	명사	學校生活		C	
3899	학급	명사	學級		C	
2515	학기02	명사	學期	~가 시작되다	B	초급
512	학년	명사	學年	새 학년	A	초급
8610	학력02	명사	學歷	최종 학력	C	중급
	학문02	명사		~에 정진하다		중급
3450	학번	명사	學番		C	
3301	학부모	명사	學父母	~를 모시다	C	중급
9398	학비	명사	學費	~를 내다	C	중급
